Previous_Semester_GPA,Midterm_Score_Average,Assignment_Score_Average,Twelfth_Grade_Percentage,Study_Hours_Per_Day,Tenth_Grade_Percentage,Attendance_Percentage,Number_of_Backlogs,Mental_Stress_Score,Distance_From_Campus_KM,CGPA
7.24,75.72,72.84,91.94,6.11,92.39,97.29,0,4,13.93,7.37
7.87,76.4,74.39,80.23,4.89,97.77,100,0,7,25.7,7.4
9.27,91.33,81.36,84.63,5.31,84.35,98.89,0,9,6.92,8.84
8.53,68.62,77.39,82.29,4.14,95.56,84.2,0,1,1.39,7.47
7.31,72.88,74.78,81.46,7.76,78.61,92.63,0,3,16.34,6.95
7.48,78.26,77.22,87.99,8.24,89.31,95.63,0,2,1.59,7.62
6.3,58,62.87,83.89,0.5,98.47,85.62,0,1,1.55,5.88
7.48,72.88,73.64,91.09,6.35,80.31,76.52,3,10,17.48,6.22
7.15,64.5,61.35,90.14,2.34,87.5,74.97,1,4,12.79,6.09
7.89,71.57,81,90.66,5.52,97.07,88.77,0,4,1.26,7.48
6.51,64.48,58.36,84.43,0.94,83.38,93.77,0,10,7.44,6.02
8.12,65.98,66.93,90.24,5.31,95.45,80.42,0,6,1.52,7.17
9.34,77.75,81.63,86.18,2.83,91.55,77.35,0,2,1.14,8.11
7.37,64.71,64.66,87.98,3.58,82.27,79.84,1,6,11.44,6.71
7.98,68.65,75.16,83.61,3.64,83.06,86.5,1,9,8.28,7.1
8.33,76.03,80.01,80.46,3.03,70.99,92.79,0,3,12.55,7.82
7.02,60.36,61.74,81.14,3.09,88.63,88.73,1,6,0.6,6.18
7.77,71.54,73.89,96.4,3.7,86.87,85.07,0,4,8.36,7.04
7.52,77.16,75.46,100,4.19,98.54,98.9,0,8,10.63,7.2
7.62,78.25,76.07,84.63,5.15,86.36,100,0,1,4.91,7.5
6.57,71.59,66.35,84.99,8.22,84.51,85.12,0,9,5.6,6.89
7.53,71.05,73.4,67.06,2.61,84.58,100,3,1,2.28,6.36
8.1,69.71,65.74,84.43,4.75,80.7,78.13,0,10,1.92,7.18
9.24,79.71,88.7,73.72,6.05,98.88,96.43,0,1,1.45,8.26
8.65,73.38,71.42,96.38,3.08,100,76.77,0,10,15.19,7.13
10,77.41,80.61,73.79,0.5,81.93,81.46,1,4,3.04,7.86
6.58,55.91,63.38,93.26,0.68,83.13,84.6,0,6,7.05,5.78
8.55,66.34,63.56,100,0.5,84.25,65.77,0,10,2.12,6.82
7.72,73.48,77.31,90.48,7.58,82.95,66.77,0,2,2.41,7.23
10,79.99,88.62,75.66,5.73,91.09,76.49,0,9,8.96,8.42
6.53,72.13,74.01,83.51,6.01,93.49,98.24,0,8,2.2,7.01
6.49,64.22,67.38,84.83,6.46,74.56,82.61,0,9,6.63,6.13
6.78,66.21,64.18,91.93,3.35,100,94.15,0,4,12.33,6.32
4.95,65.71,54.33,69.41,9.11,90.73,68.55,0,2,8,5.53
6.87,64.06,71.58,77.08,5.17,80.26,88.6,0,8,0.54,6.55
6.59,58.71,70.17,100,4.35,80.32,89.4,0,10,0.05,6.07
7.68,74.94,74.87,98.39,6.72,82.53,75.4,0,7,29.36,7.31
7.91,80.95,78.79,86.65,5.83,89.35,100,0,3,0.49,7.54
9.75,93.62,81.84,76.89,7.17,100,72.43,2,8,8.05,8.45
8.64,81.27,78.33,83.31,7.29,100,82.57,0,1,11.06,7.96
6.81,68.59,72.35,93.59,3.79,89.07,100,1,8,5.36,6.66
6.42,65.48,59.64,85.59,4.87,88.62,75.49,0,6,22.86,6.28
8.09,72.95,66.88,85.07,2.68,79.5,78.79,4,4,7.72,6.35
5.92,62.53,58.51,100,1.24,87.65,86.56,0,6,3.59,5.77
9.7,80.47,86.08,89.45,6.17,91.11,71.72,0,4,43.96,8.46
8.92,83.06,81.36,80.95,6.41,82.6,90.17,0,4,10.41,8.5
6.94,53.71,65.57,95.28,0.54,78.01,67.19,4,6,7.06,5.91
5.44,53.01,56.15,85.79,3.07,91.1,85.01,3,1,14.04,4.98
9.12,85.52,86.86,80.36,4.61,85.5,99.47,1,3,9.83,7.7
7.36,73.82,78.48,88.09,4.8,89.19,91.41,0,7,25.35,7.23
8.99,90.01,87.65,100,8.59,96.77,84.59,2,5,0.04,8.53
5.59,52.94,53.26,93.49,3.25,84.28,81.78,0,9,9.41,5.69
6.78,68.4,63.89,88.62,4.16,72.43,84.15,5,1,12.97,5.98
7.51,72.63,80.3,79.7,5.8,91.06,82.13,0,10,13.87,6.87
7.56,62.97,70.36,99.42,3.8,97.46,88.98,3,1,0.46,6.35
6.96,69.25,66.92,93.05,3.49,84.15,91.45,1,4,1.2,6.72
8.25,72.3,74.01,84.12,3.33,90.4,86.44,0,4,23.15,7.26
6.22,63.68,57.81,97.18,4.97,77.22,92.01,0,6,19.17,6.46
7.33,66.53,72.9,99.05,4.15,71.02,90.14,0,6,17.76,6.62
7.64,70.72,76.48,74.29,5.86,94.74,72.54,0,6,5.39,6.81
8.12,66.76,70.36,71.96,5.21,78.7,61.65,0,7,3.29,6.44
8.35,64.09,71.9,84.88,0.5,82.68,86.72,0,5,1.39,6.9
6.15,56.94,59.34,92.43,1,89.58,80.5,0,10,4.72,5.6
5.66,63.12,59.41,87.46,3.5,91.13,87.03,0,7,11.9,5.94
9.03,89.48,84.92,97.55,6.46,87.28,100,0,2,0.53,8.79
7.9,62.31,70.01,98.79,3.2,94.7,82.32,1,2,2.66,6.73
6.6,59.04,69.37,77.42,5.25,74.92,88.11,0,4,17.7,6.04
9.36,87.4,86.57,81.55,5.7,88.15,76.55,2,7,5.5,7.69
7.64,70.16,80.72,79.76,5.58,88.02,89.92,0,5,0.67,6.96
8.92,79.56,79.21,80.84,3.41,93.4,77.19,0,4,4.17,7.67
7.58,70.3,66.45,84.81,2.2,81.78,95.01,0,5,5.2,6.93
9.97,74.81,82.87,82.04,1.88,89.96,86.23,0,7,7.32,8.14
9.61,89.26,89.71,85.13,10.44,91.84,83.54,1,1,2.69,8.94
7.2,65.59,70.63,73.92,5.41,94.84,68.62,2,4,13.12,6.27
8.67,80.89,86.23,100,8.18,100,71.27,0,5,19.69,7.83
8.27,73.46,75.06,82.16,2.83,80.31,90.8,1,9,2.64,6.76
9.14,88.15,95.77,87.2,7,85.02,96.63,1,7,1.04,8.4
6.34,52.91,71.96,98.63,3.55,72.16,87.41,0,8,8.78,6.26
8.32,73.83,78.75,79.56,4.44,72.71,82.72,0,2,8.42,7.48
8.77,69.06,80.92,100,3.93,91.7,85.48,1,10,21.5,7.59
5.39,52.97,54.23,89.96,2.74,90.75,83.57,0,2,2.71,5.36
6.08,57.38,55.78,92.34,2.77,99.64,77.97,0,10,3.57,5.64
5.05,49.07,59.04,94.17,4.42,100,71.49,0,2,3.22,5.36
7.18,65.12,63.58,88.83,3.33,76.23,71.59,2,10,0.12,5.94
8.36,66.85,79.27,82.91,4.75,82.61,78.13,0,10,1.34,7.21
9.3,73.86,76.72,93.62,2.82,92.12,85.92,2,6,0.87,7.4
7.59,58.23,72.17,84.55,5.91,94.87,71.71,0,7,11.78,6.6
9.45,76.05,84.8,90.22,3.58,79.71,84.27,1,5,7.15,8.02
5.84,71.61,67.12,70.79,7.77,77.23,77.49,0,5,0.79,6.18
5.46,55.21,52.78,89.92,4.4,87.57,68.29,1,3,3.99,4.96
7.43,76.32,67.42,97.22,4.3,77.57,78.58,0,2,12.47,7.28
7.96,81.49,73.42,99.45,7.71,90.28,87.37,0,3,24.26,7.82
7.46,62.51,70.23,84.25,3.51,89.92,78.69,0,5,8.66,6.54
5.02,51.53,52.48,83.51,3.69,84.17,99.77,0,6,6.17,5.66
7.39,65.65,73.19,75.35,3.1,75.56,91.24,0,5,6.64,6.99
5.93,64.54,66.1,81.98,4.91,87.16,95.54,0,8,5.35,6.3
8.3,71.73,71.2,73.98,3.03,95.15,100,0,8,0.57,6.99
7.94,80.5,71.34,96.7,6.05,85.36,79.28,0,2,0.14,7.46
6.37,57.71,60.61,99.49,4.41,83.14,70.67,1,9,17.91,5.65
6.88,74.68,68.92,73.94,6.18,78.11,77.15,0,8,1.63,6.93
6.23,62.86,65.52,84.66,5.95,87.91,85.66,0,1,0.35,6.03
7.42,71.11,71.68,93.39,3.48,77.6,88.92,1,5,20.34,6.59
8.65,58.06,79.55,79.12,3.03,96.87,86.85,0,6,23.65,7.2
6.32,62.03,64.45,80.07,3.84,87.59,80.53,0,4,9.63,6.14
8.1,75.24,78.92,79.84,4.52,87.4,89.13,0,2,1.92,7.03
6.86,68.71,73.09,85.98,5.17,85.87,96.42,0,10,4.72,6.45
6.55,66.02,59.92,89.67,5.39,82.08,77.47,0,6,9.09,6.26
7.37,64.16,62.58,78.76,4.44,91.6,75.7,0,1,6.29,6.42
6.26,67.98,70.59,92.43,3.14,90.21,100,5,10,3.23,5.6
6.84,68.11,62.16,82.76,3.33,100,73.74,0,5,4.1,6.28
6.06,57.73,66.34,80.6,5.54,90.29,93.47,3,2,0.96,6
9.86,78.09,78.96,77.93,3.2,100,83.03,0,6,0.82,8.32
7.54,75.15,73.1,80.56,5.62,80.02,99.86,0,1,1.74,6.99
6.66,62.71,65.79,84.02,5.69,84.72,82.11,0,2,12.82,6.55
7.76,87.01,77.15,99.13,7.57,93.54,88.98,0,2,15.3,7.74
7.37,68.74,65.65,66.52,3.54,100,71.87,0,9,5.86,6.37
7.23,65.79,67.82,87.61,3.85,84.15,78.22,0,2,59.29,7.46
8.24,70.96,65.18,94.68,0.5,80.55,87.46,0,1,12.68,7.28
8.41,70.51,68.39,92.33,2.61,100,78.34,0,6,17.42,7.1
6.86,60.12,67.69,90.09,2.59,100,72.14,0,6,13.86,6.26
6.81,71.51,74.54,87.51,5.51,73.7,100,0,2,0.42,7.35
7.17,76.33,74.02,100,8.11,95.44,84.8,3,4,15.88,6.88
4.74,49.95,58.75,91.36,5.66,89.34,96.46,0,2,4.59,5.29
5.68,58,65.89,98.33,6.48,82.39,100,0,6,2.31,6.28
9.14,67.94,76.7,86.35,3.08,85.43,79.77,1,5,23,7.67
9.47,75.74,78.68,98.13,2.1,82.22,84.15,0,7,5.89,7.92
7.2,61.87,71.43,90.94,4.02,87.01,85.77,3,5,1.56,5.76
8.19,74.62,82.7,97.19,3.25,95.62,89.71,2,7,12.35,7.12
7.87,67.53,75.76,85.45,2.78,98.16,96.17,2,7,0.73,6.66
10,86.17,95.9,88.02,4.94,100,94.76,0,9,4.83,8.5
8.84,66.39,80.94,84.68,2.13,85.98,92.2,0,8,2.7,7.48
7.35,70.29,72.99,83.13,6.15,92.88,81.79,0,10,0.04,6.98
6.35,57.03,68.84,83.89,3.7,89.79,84.92,0,2,13.51,6
5.57,46.25,58.55,77.59,4.41,89.13,72.47,0,9,6.11,5.62
7.74,66.43,77.99,83.42,4.7,96.24,92.13,0,7,0.82,7.34
6.59,70.9,58.33,100,3.57,95.65,100,2,3,6.04,6.45
5.79,62.49,59.8,95.91,7.03,88.97,87.62,0,7,5.49,5.78
6.72,58.84,71.74,95.15,1.29,84.26,98.97,2,8,3.67,5.91
6.2,66.32,69.42,87.35,7.07,88.73,93.38,0,8,23.57,6.39
9.52,87.05,79.27,90.2,3.81,83.98,79.55,2,9,12.18,7.65
8.56,84.82,74.66,89.02,6.34,89,76.15,1,1,9.66,7.65
7.49,67.3,75.55,92.4,4.9,84.88,73.62,0,6,16.23,6.72
9.28,83.7,75.76,79.94,6.2,99.88,86.21,0,7,11.49,8.03
7.59,63.54,81.86,60.91,4.26,92.1,90.56,1,3,5.17,6.73
6.47,67.23,70.46,94.3,4.98,94.22,91.09,0,4,7.5,6.58
9.33,80.22,89.79,88.92,6.7,83.77,73.64,1,5,4.8,8.21
8.15,67.91,79.52,77.73,4.69,90.67,97.33,0,7,4.67,7.28
6.26,63.92,72.6,84.35,7.16,89.31,79.46,0,10,7.27,6.4
7.27,67.96,69.55,100,5.2,87.87,86.23,0,5,8.31,6.88
6.45,64.47,64.65,96.63,3.03,78.97,78.57,2,7,0.55,5.67
5.84,54.43,59.33,100,3.79,100,73.17,1,7,0.3,5.59
8.61,86.76,74.55,88.52,6.28,95.42,72.39,0,5,9.37,7.65
9.79,77.11,75.82,67.33,2.02,92.17,92.11,0,1,3.92,8.03
5.82,56.97,64.6,95.4,6.09,84.92,84.89,0,9,15.2,6.06
8.18,70.5,67.79,90.32,3.77,95.81,74,4,2,0.05,6.25
6.72,64.92,65.5,86.59,1.92,95.83,78.79,1,3,4.02,5.79
6.92,82.44,70.81,88.58,4.91,82.8,99.23,0,1,4.26,7.24
6.79,66.87,68.8,97.91,3.1,85.73,93.82,0,8,9.52,6.85
6.46,70.32,58.82,90.7,3.36,82.5,91.14,0,8,0.85,6.33
7.56,71.09,73.1,74.11,3.25,87.26,100,0,3,0.08,7.12
6.5,71.41,62.28,75.58,4.73,79.43,100,0,6,13.86,6.49
7.82,66.48,72.58,81.36,3.72,83.72,85.36,0,8,5.57,7.09
7.44,77.38,71.77,78.49,5.28,76.36,79.57,5,6,11.75,6.22
7.21,75.46,76.35,90.82,6.52,87.5,100,5,5,2.62,6.44
6.41,72.78,70.83,97.11,5.58,90.99,97.06,0,3,4.41,6.74
6.81,65.24,69.06,84.64,8.11,81.14,79.55,0,4,9.11,6.55
8.41,84.36,84.49,89.87,8.6,89.43,71.69,0,9,8.72,7.76
8.1,72.56,68.28,87.99,3.92,77.3,62.53,0,6,16.36,6.96
6.33,57.37,61.32,77.98,2.19,79.76,72.2,0,8,13.07,5.63
7.62,66.77,72.28,81.85,3.92,92.42,80.19,0,10,16.94,6.85
8.4,78.01,76.33,78.18,4.74,86.61,98.39,0,2,4.5,7.49
5.5,74.14,66.67,91.63,8.95,97.73,94.9,2,8,27.73,5.87
8.15,69.19,82.22,70.83,3.75,87.67,87.68,0,7,23.05,6.97
6.7,79.31,71.63,88.82,5.06,89.02,91.15,2,10,10.7,6.22
8.18,70.1,68.72,78.64,3.14,91.33,77.19,0,10,1.82,7.06
6.58,59.02,58.89,91.67,3.81,89,71.92,1,2,3.55,6.13
5.33,51.94,58.22,93.44,2.07,88.24,82.69,0,3,3.67,5.25
5.55,58.62,53.04,100,1.57,85.36,94.88,0,1,14.05,5.81
7.56,66.12,69.76,85.88,7.22,70.57,85.45,0,9,11.45,7.03
7.81,71.15,85.7,71.81,6.63,87.58,92.09,0,2,0.71,7.57
6.41,61.89,70.88,77.89,3.76,80.06,85.37,0,3,15.04,6.33
8.27,78.36,76.29,89.62,6.63,90.25,72.02,0,10,12.92,7.47
5.51,52.32,60.21,84.6,1.89,95.7,87.88,1,9,5,5.25
7.42,59.03,69.43,82.19,4.15,75.44,81.16,0,10,0.09,6.64
6.05,65.55,61.46,95.24,4.85,95.25,95.85,0,8,9.91,6.23
6.72,73.85,70.54,76.9,7.03,88.66,69.19,1,8,3.77,5.81
7.56,68.98,67.58,87,4.9,84.36,100,3,4,3.41,6.96
6.47,57.62,69.19,81.89,5.59,92.85,72.67,0,8,4.71,6.06
7.04,60.65,63.84,89.49,3.56,86.62,82.17,2,4,29.56,6.24
8.71,78.06,69.64,98.09,5.03,84.82,70.16,0,5,0.82,7.62
6.81,64.77,75.2,83.28,7.03,75.9,95.14,1,3,4.31,6.63
8.5,60.31,71.88,77.98,1.27,86.63,73.86,0,6,17.45,7.11
6.14,62.26,69.57,98.32,6.77,93.62,79.56,0,2,9.17,6.09
8.14,75.55,75.3,72.84,4.08,82.32,95.39,0,1,19.27,7.27
9.23,81.34,70.51,81.63,1.69,90.95,79.91,2,9,2.45,7.35
4.53,50.14,54.19,93.56,3.97,77.43,84.22,2,9,12.49,4.74
6.54,69.12,68.8,82.23,7.08,80.47,90.84,0,4,13.15,6.56
8.19,63.02,74.13,94.32,3.54,81.98,88.52,0,2,6.81,7.26
7.26,75.04,70.29,92.2,5.1,74.99,87.14,2,5,7.06,6.95
7.95,75.43,73.82,82.16,1.27,86.51,79.16,0,6,17.88,7.05
6.78,55.98,57.85,65.58,0.85,93.46,81.07,1,9,2.33,5.61
7.6,68.72,70.98,82.85,2.35,92.42,89.35,0,2,9.32,7.08
7.31,74,73.78,88.96,6.53,87.34,82.14,1,4,2.3,6.98
8.9,87.85,82.22,80.49,4.4,86.15,87.55,0,6,3.36,7.98
7.81,71.76,67.51,85.86,6.7,81.68,65.8,0,3,1.65,7.2
7.91,71.78,78.38,100,6.82,100,84.73,0,7,3.67,7.58
7.01,66.74,74.08,89.31,2.98,83.72,90.33,0,9,4.73,6.94
6.91,72.82,71.84,90.48,7.63,88.81,91.63,1,2,7.18,7.02
6.98,69.52,67.19,72.94,3.41,87.77,82.9,0,8,2.18,6.82
7.97,70.61,76.83,89.35,6.5,81.4,88.19,5,4,0.63,6.83
6.99,64.92,70.51,86.8,6.42,80.62,78.96,0,2,20.26,6.92
7.85,77.96,73.37,83.35,4.63,99.22,99.14,0,1,8.72,7.06
9.99,83.02,86.9,89.16,4.63,98.89,81.59,0,2,6.67,8.38
8.55,77.14,86.97,100,5.14,89.99,97.75,0,2,2.63,7.83
7.11,63.71,67.35,69.79,4.73,82.76,83.9,0,10,4.97,6.63
8.94,79.92,78.16,95.48,3.72,92.5,73.37,1,7,11.8,7.82
7.01,62.23,60.35,86.32,3.55,87.76,82.67,0,3,1.75,6.38
5.05,51.41,50.83,76.35,3.74,80.25,75.02,3,4,4.07,4.51
6.29,70.21,63.29,91.66,6.94,91.51,82.27,0,3,6.62,6.87
5.26,55.29,50.29,80.49,1.32,100,74.71,0,10,5.69,4.97
7.08,62.35,66.92,78.39,3.51,80.92,82.72,1,3,4.21,6.29
7.52,70.19,77.57,79.4,3.85,93.29,94.84,0,10,5.22,7.3
9.51,82.9,84.38,83.28,4.04,92.81,99.32,3,3,7.39,7.97
7.89,64.61,76.31,72.9,5.09,100,78.86,2,4,13.36,6.46
7.24,66.11,73.5,73.3,1.8,75.26,92.24,0,6,1.93,6.58
8.5,85.21,80.45,69.1,6.55,81.32,100,0,2,1.48,8.01
4.85,50.18,56.55,83.34,6.27,86.73,73.36,0,7,6.7,5.02
7.78,74.74,70.41,80.28,5.85,98.19,67.87,1,5,1.65,6.69
8.43,72.46,72.72,75.2,4.08,80.71,71.18,0,1,9.89,7.31
5.73,56.39,63.2,84.99,3.02,82.31,84.52,4,2,3.48,5.15
8.87,70.28,70.28,92.57,3.85,86.74,63.25,0,7,10.88,7.1
7.91,80.82,73.37,66.63,4.62,79.49,96.48,0,4,2.44,6.91
7,65.37,69.76,95.6,5.83,86.22,62.66,0,9,22.06,6.21
8.26,68.76,71.86,87.18,4.34,84.21,84.9,3,4,7.27,6.92
10,86.64,91.71,88.53,5.22,78.69,88.21,0,3,10.24,8.58
7.72,70.28,69.56,95.72,3.63,92.22,91.92,0,3,13.7,7.08
7.8,75.97,62.56,92.24,5.07,97.41,96.29,0,7,1.38,7
6.95,78,67.65,78.84,4,88.11,100,1,4,4.27,6.45
6.48,65.07,66.52,79.41,5.04,70.36,88.93,0,5,0.72,6.82
8.5,65.67,74.12,91.35,0.97,90.99,79.06,0,4,2.55,6.71
6.47,63.15,61.69,85.77,5.47,78.93,86.89,0,7,10.85,5.95
7.59,72.39,74.67,77.39,5.58,82.52,88.97,0,4,13.9,7.18
6.93,69.06,64.57,86.97,5.56,90.05,87.41,0,3,8.63,6.92
8.07,67.27,64.09,87.85,2.53,89.64,80.22,0,4,10.9,6.93
7.9,73.7,72,93.49,3.08,85.3,97.08,0,9,0.71,7.27
8.75,66.04,69.59,83.52,2.76,77.47,81.11,2,7,0.27,6.97
6.89,66.84,67.58,79.64,5.16,72.72,83.81,0,9,7.49,6.3
7.18,69.53,74.04,84.31,5.82,91.81,76.59,0,4,7.83,6.83
6.33,60.54,65.12,81.54,3.11,89.91,94.27,0,7,42.86,6.4
6.97,76.61,81.6,91.9,7.13,98.5,100,0,6,12.89,6.99
7.95,73.38,77.9,81.12,7.1,83.31,97,0,7,3.59,7.32
8.41,69.91,82.38,100,4.78,84.25,74.26,1,2,1.11,7.58
6.39,62,68.1,82.84,5.24,76.45,76.92,0,4,3.84,6.39
8.54,69.02,78.85,80.18,1.14,86.6,69.39,0,10,0.52,6.84
9.13,73.66,76.76,83.57,3.44,92.36,88.05,3,1,0.83,7.33
8,61.92,73.95,100,2,86.01,89.81,0,6,9.31,7.18
9.75,79.72,82.91,90.67,2.68,88.9,78.25,0,1,22.08,7.83
6.57,60.86,61.41,92.38,5.53,99.05,79.47,0,3,1.14,6.29
6.01,68.89,58.41,83.01,6.01,87.36,65.98,0,2,15.31,5.92
5.37,59.21,65.44,75.52,6.1,93.59,83.88,0,9,2.76,5.58
9.3,78.1,83.69,75.64,4.98,85.04,78.03,0,5,7.71,7.73
8.29,73.15,79.65,81.76,5.55,87.21,78.13,1,8,3.88,7.39
7.43,78.95,71.11,91.62,1.32,84.2,100,0,8,6.03,7.05
7.84,70.64,75.92,75.74,1.92,100,91.68,0,1,8.5,7.05
6.15,46.63,51.11,79.4,4.08,97.91,84.72,0,6,7.48,6.03
10,100,88.15,81.74,5.69,88.77,87.24,0,1,6.23,9.26
7.66,74.42,70.79,100,3.61,92.06,79.96,1,1,4.67,6.83
7.63,64.12,68.09,95.37,1.78,96.19,94.69,0,10,0.04,6.7
8.37,74.99,72.96,78.47,3.12,100,82.27,0,2,5.71,7.47
8.08,72.73,73.92,82.82,2.63,81,74.14,0,3,1.85,7.08
7.77,61.78,77,80.87,1.05,84.96,100,0,3,4.12,7.06
6.55,70.21,71.4,90.44,8.95,100,77.13,1,3,0.9,6.38
8.07,80.08,80.38,96.37,6.97,88.6,100,1,1,7.17,7.8
9.76,86.93,83.1,78.65,0.55,89.02,94.07,3,9,31.31,7.8
9.11,75.92,76.95,76.48,0.66,87.47,91.8,0,1,5.05,7.94
9.41,80.08,78.18,80.67,2.89,92.25,75.39,0,2,6.11,8.17
6.89,67.98,62.04,96.91,1.52,89.49,99.71,0,2,18.73,6.35
6.31,71.55,78.14,89.39,9.27,82.33,100,5,8,5.21,6.3
7.35,63.58,64.21,79.17,2.9,83.11,74.86,3,5,0.24,5.87
7.57,73.86,72.81,96.78,5.22,92.15,84.18,0,10,2.08,6.78
8.81,75.58,77.44,83.41,3.49,86.97,76.03,1,10,3.1,7.43
5.47,45.86,51.65,85.03,2.17,93.45,81.55,1,10,6.35,4.9
9.34,90.04,86.22,100,6.59,92.59,83.29,0,2,10.53,8.57
7.31,65.15,76.98,100,5.81,88.84,97.95,3,3,17.44,6.4
6.99,60.85,66.67,88.13,4.38,93.31,70.76,0,8,6.51,6.09
6.29,77.42,74.78,89.7,9.26,90.31,92.2,0,4,8.34,6.98
5.51,61.68,64.08,86.18,4.97,89.74,92.59,0,4,14.27,5.93
8.49,72.17,69.56,87.95,3.59,76.98,75.83,1,2,9.2,6.74
7.59,69.11,77.9,68.63,8.33,85.3,85.24,0,5,13.88,7.01
5.95,56.32,57.2,82.41,5.31,83.02,79.26,1,5,16.12,5.57
5.95,62.35,78.57,89.9,7.76,89.42,86.22,0,5,3.42,6.4
7.1,74.26,71.02,80.1,4.42,96.95,100,1,9,5.95,6.94
9.5,70.9,71.73,77.5,0.5,93.12,76.28,1,2,4.62,7.68
7.19,61.65,64.45,94.21,1.38,85.73,87.97,2,5,10.96,6.07
5.7,57.25,60.44,67.33,6.67,97.76,75.79,0,1,1.32,5.66
7.21,58.13,72.48,86.09,3.32,86.44,92.26,0,5,8.26,6.96
7.17,74.88,71.52,75.25,5.01,86.5,88.22,2,5,3.95,6.74
4.26,55.47,59.77,97.57,6.77,94.42,90.95,0,2,3.52,5.34
7.43,68.7,74.25,82.9,4.86,84.77,79.72,0,8,3.88,6.67
7.22,62.18,65.78,78.04,2.78,85.94,73.59,0,2,10.98,6.59
8.34,64.69,69.69,89.93,4.48,92.49,69.11,0,10,2.25,7.16
9.72,84.14,83.88,97.49,4.71,85.01,85.09,0,4,13.42,8.52
8.85,83.28,84.49,77.93,3.68,98.39,90.37,0,9,5.1,7.52
7.18,60.68,66.02,73.11,1.73,96.36,88.95,0,2,19.96,6.69
6.17,60.29,66.55,82.57,3.79,81.7,92.36,0,9,12.02,5.82
10,82.27,92.89,90.22,4.31,79.52,79.61,0,2,17.64,8.23
7.57,64.96,66.29,81.28,1.61,83.82,84.04,0,5,5.64,6.8
7.52,68.94,66.42,97.24,2.66,100,61.54,0,3,0.95,6.68
7.47,84.3,73.79,87.58,3.07,92.81,83.64,4,10,18.14,6.25
7.74,76.8,69.01,82.74,0.78,80.43,100,0,3,5.68,6.98
7.33,61.79,68.79,82.18,4.76,100,86.86,0,1,32.34,6.91
6.81,68.94,71.99,92.52,4.97,100,100,1,8,5.81,6.39
6.84,66.57,69.01,79.18,3.41,91.33,89.35,0,1,1.29,6.58
7.46,60,75.07,73.87,1.76,72.65,94.98,1,10,5.83,6.72
6.85,59.14,70.55,81.92,5.31,88.83,92.12,0,4,2.91,6.68
6.64,59.83,66.17,88.12,5.59,91.28,93.34,0,7,3.71,6.5
7.63,67.95,75.89,77.32,4.7,100,88.28,0,2,5.75,6.88
7.19,67.89,80.61,70.76,4.58,91.86,93.53,0,8,5.39,6.96
9.3,76.21,81.68,88.94,5.69,90.72,79.92,0,3,6.17,8.33
4.32,51.14,58.93,82.07,4.31,92.69,98.41,0,6,5.18,5.02
8.81,75.46,81.24,84.18,2.66,100,100,0,4,3.53,8.03
9,74.86,81.47,92.57,4.36,85.11,88.95,4,1,4.82,6.79
5.01,52.47,50.38,87.28,3.72,92.78,81.4,0,4,1.78,5.08
7.09,51.49,68.47,75.82,4.36,90.34,72.94,0,5,5.49,6.12
7.05,71.43,77.26,69.31,6.27,80.94,88.84,1,7,7.34,6.71
5.81,53.02,52.07,90.28,2.1,79.75,84.81,0,7,0.18,5.24
6.57,60.65,72.31,92.11,4.85,89.93,78.54,0,1,56.3,6.61
6.17,54.26,53.65,89.46,1.99,86.8,75.16,0,8,0.98,5.63
9.6,68.16,77.63,90.66,2.66,80.37,74.48,0,10,3.72,7.88
8.62,85.24,81.85,84.12,7.65,89.67,85.62,0,9,7.09,7.87
9.03,85.24,87.68,96.83,5.41,95.18,89.83,0,6,15.65,8.28
8.37,80.74,67.13,86.73,4.82,82.36,90.23,5,8,2.66,6.86
6.15,48.17,59.92,81.05,1.18,82.83,100,0,9,15.13,5.58
6.87,69.17,68.2,97.74,4.03,76.75,92.28,0,2,0.11,6.95
8.09,70.35,69.61,87.41,0.5,88.26,96.13,3,2,0.97,6.47
6.03,58.37,58.33,84.84,4.57,94.85,85.06,0,8,5.31,5.77
8.36,72.06,68.36,80.45,2.01,81.26,71.09,0,4,8.67,6.91
7.21,62.28,70.61,92.81,5.62,87.81,80.78,0,2,16.04,7.07
7.05,70.73,72.1,91.97,4.82,78.64,100,0,8,0.54,7
8.35,69.15,65.56,80.92,2.07,94.77,76.74,1,1,9.3,6.91
8.03,75.22,74.84,92.13,5.26,80.25,85.83,0,1,9.06,7.25
7.07,72.79,83.84,98.53,8.69,80.51,85.49,0,3,6.35,7.09
8.89,65.24,80.35,88.05,4.09,95.71,100,1,8,7.56,7.57
6.2,54.73,70.68,88.72,6.26,94.76,90.46,0,1,35.37,6.54
8.24,64.45,70.69,80.21,0.5,100,91.1,0,3,3.74,7.01
8.21,76.68,76.38,78.56,5.44,100,83.54,0,2,2.73,7.63
7.13,57.47,63.85,75.23,3.36,79.81,62.64,0,5,1.93,5.95
7.89,70.77,73.57,82.67,3.96,99.23,81.08,0,7,35.02,6.97
6,60.5,57.94,81.8,5.69,65.86,84.79,0,1,0.72,6.15
8.61,83.62,80.48,81.61,4.01,83.38,86.73,0,10,14.87,8.13
7.28,66.62,61.48,100,1.27,80.96,78.19,0,4,39.55,6.45
6.87,80.57,67.42,78.93,7.55,85.33,70.93,0,4,2.14,6.84
